Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
L8FS31	L8FVB9	PF02458	1	#FF0000	09	complement-complement
A0A3D8QAW6	A0A3D8QB36	PF02458	1	#FF0000	09	complement-complement
A0A3D8QAW6	A0A3D8QAG0	PF02458	1	#FF0000	02	complement-complement
A0A2V1D7E1	A0A2V1D7J0	PF02458	1	#FF0000	02	normal-complement
A0A3M7MKD3	A0A3M7MKX8	PF02458	1	#FF0000	03	normal-normal
A0A8J5NK68	A0A8J5NKV5	PF02458	1	#FF0000	04	normal-complement
A0A0J0D7B1	A0A0I9YQN0	PF02458	1	#FF0000	07	normal-complement
A0A365NBN2	A0A365NBP1	PF02458	1	#FF0000	06	complement-normal
A0A1L7VX77	A0A1L7VX83	PF02458	1	#FF0000	07	complement-normal
A0A2H3SHV2	A0A5Q3GHA3	PF02458	1	#FF0000	06	normal-complement
A0A1L7U7D6	A0A1L7TY78	PF02458	1	#FF0000	08	complement-normal
A0A420TJD3	A0A420TJM1	PF02458	1	#FF0000	06	complement-normal
S0ENZ1	S0EQ09	PF02458	1	#FF0000	07	normal-complement
A0A423X889	A0A423X816	PF02458	1	#FF0000	09	complement-normal
A0A135LJ57	A0A135LJ73	PF02458	1	#FF0000	07	normal-normal
A0A2K0U222	A0A2K0U218	PF02458	1	#FF0000	05	normal-normal
A0A1T3CA88	A0A1T3CAB9	PF02458	1	#FF0000	02	complement-complement
A0A2T3ZTR1	A0A2T3ZTT3	PF02458	1	#FF0000	02	complement-complement
A0A8G0PDP1	A0A8G0LBC1	PF02458	1	#FF0000	02	complement-complement
A0A2N1LJS1	A0A2N1LJS4	PF02458	1	#FF0000	02	complement-complement
A0A317W0K9	A0A317VXS0	PF02458	1	#FF0000	03	complement-normal
A0A194W0Y1	A0A194VYW6	PF02458	1	#FF0000	04	complement-normal
A0A423W159	A0A423W149	PF02458	1	#FF0000	03	normal-normal
A0A017S3U6	A0A017S4D1	PF02458	1	#FF0000	07	normal-normal
A0A017S3U6	A0A017S4Y2	PF02458	1	#FF0000	04	normal-complement
A0A0U5GZ31	A0A0U5G3H8	PF02458	1	#FF0000	02	normal-normal
A0A1L9PH95	A0A1L9PHH1	PF02458	1	#FF0000	02	normal-normal
A0A1L9TQ57	A0A1L9TQ64	PF02458	1	#FF0000	02	normal-normal
A0A0F8VIX1	A0A0F8UU93	PF02458	1	#FF0000	02	normal-normal
A0A2T5M0L3	A0A2T5M0L2	PF02458	1	#FF0000	02	normal-normal
A0A5N6DRE9	A0A5N6DRG7	PF02458	1	#FF0000	02	complement-complement
A0A7U2R171	A0A7G5KLH4	PF02458	1	#FF0000	03	complement-complement
A0A5N6IBM5	A0A5N6I742	PF02458	1	#FF0000	02	normal-normal
A0A5N7EA81	A0A5N7EA44	PF02458	1	#FF0000	04	complement-complement
B8NVJ7	B8NVK0	PF02458	1	#FF0000	03	complement-complement
A0A5N6H562	A0A5N6HAV6	PF02458	1	#FF0000	03	normal-normal
A0A5N6T608	A0A5N6T5T4	PF02458	1	#FF0000	03	normal-normal
A0A7G5JM20	B8NVK0	PF02458	1	#FF0000	02	normal-normal
A0A5N6VWR8	A0A5N6VWV2	PF02458	1	#FF0000	02	normal-normal
I8U6M2	I8U676	PF02458	1	#FF0000	03	normal-normal
Q2TXK3	Q2TXK0	PF02458	1	#FF0000	03	normal-normal
A0A5N7D8W9	A0A5N6I742	PF02458	1	#FF0000	02	normal-normal
A0A0F0IIL0	A0A0F0IK60	PF02458	1	#FF0000	02	complement-complement
A0A0L1JI44	A0A0L1JJ71	PF02458	1	#FF0000	02	normal-normal
A0A1S9DEG1	A0A1S9DE90	PF02458	1	#FF0000	02	complement-complement
A0A2G7FQ55	A0A2G7FP92	PF02458	1	#FF0000	02	complement-complement
A0A5N6FAT9	A0A5N6FC68	PF02458	1	#FF0000	02	normal-normal
A0A5N6V8S0	A0A5N6V8Y9	PF02458	1	#FF0000	04	complement-complement
A0A5N6Y7D7	A0A5N6Y7J4	PF02458	1	#FF0000	02	complement-complement
A0A5N6WXH7	A0A5N6WY69	PF02458	1	#FF0000	03	complement-complement
A0A5N6J5H8	A0A5N6J6V3	PF02458	1	#FF0000	02	complement-complement
A0A2P2HVA1	A0A0D9MLY1	PF02458	1	#FF0000	03	normal-normal
A0A5N7AJY0	A0A5N7AJE0	PF02458	1	#FF0000	03	normal-normal
A0A3M7K3N8	A0A3M7K2W9	PF02458	1	#FF0000	03	normal-normal
A0A5N6U3X4	A0A5N6U434	PF02458	1	#FF0000	03	normal-normal
A0A5N7CN05	A0A5N7CN68	PF02458	1	#FF0000	04	complement-complement
A0A8H6ADN6	A0A8H6ADQ2	PF02458	1	#FF0000	04	complement-complement
A0A5N6G5Y9	A0A5N6G2P5	PF02458	1	#FF0000	03	normal-normal
Q0CCB8	Q0CCC0	PF02458	1	#FF0000	02	normal-normal
A0A5M3ZAB2	A0A5M3ZCU9	PF02458	1	#FF0000	02	normal-normal
A0A5N6ZH75	A0A5N6ZFL2	PF02458	1	#FF0000	01	normal-normal
A0A2I2FA92	A0A2I2FA74	PF02458	1	#FF0000	02	normal-normal
A0A2I1CS75	A0A2I1CS63	PF02458	1	#FF0000	02	normal-normal
A0A2J5I6P1	A0A2J5I6Q7	PF02458	1	#FF0000	02	complement-complement
A0A1U8QTJ8	A0A1U8QXM0	PF02458	1	#FF0000	02	complement-complement
G5EAZ9	Q5B7U6	PF02458	1	#FF0000	02	normal-normal
A0A2I2GFH4	A0A2I2GFH5	PF02458	1	#FF0000	02	complement-complement
A0A7R7VV20	A0A7R7VV11	PF02458	1	#FF0000	05	normal-normal
A0A094GTA2	A0A094J5P9	PF02458	1	#FF0000	01	normal-complement
A0A439CSX5	A0A439CSY1	PF02458	1	#FF0000	01	normal-normal
A0A1V1T6Z8	A0A1V1T7C7	PF02458	1	#FF0000	01	complement-complement
A0A4Q4TLS4	A0A4Q4TNJ4	PF02458	1	#FF0000	01	complement-complement
A0A4Q4VUG7	A0A4Q4VSC2	PF02458	1	#FF0000	01	normal-normal
A0A4Q4VRN4	A0A4Q4VTY6	PF02458	1	#FF0000	01	normal-normal
G2R8V2	G2R8U5	PF02458	1	#FF0000	07	complement-normal
A0A3S4APY6	A0A446BKW4	PF02458	1	#FF0000	06	normal-complement
A0A7G6J4F9	A0A7G6J4F8	PF02458	1	#FF0000	01	normal-normal
A0A2T3A289	A0A2T3A268	PF02458	1	#FF0000	02	normal-normal
A0A364L9T4	A0A364L9X5	PF02458	1	#FF0000	03	complement-normal
A0A1Y2VRI8	A0A1Y2VTH8	PF02458	1	#FF0000	09	complement-normal
A0A1Y2VRI8	A0A1Y2VUR7	PF02458	1	#FF0000	04	complement-complement
A0A4S3JX49	A0A4S3JX34	PF02458	1	#FF0000	02	complement-complement
K2QNA0	K2S3X9	PF02458	1	#FF0000	01	normal-complement
R1GMX8	R1GMZ6	PF02458	1	#FF0000	01	normal-complement
A0A317ACD7	A0A2W1G1Y8	PF02458	1	#FF0000	01	normal-complement
A0A1L9PY59	A0A1L9PY40	PF02458	1	#FF0000	01	normal-complement
A0A5N6TQ89	A0A5N6TQ87	PF02458	1	#FF0000	01	complement-normal
A0A5M3YXN3	A0A5M3YXK2	PF02458	1	#FF0000	06	normal-complement
A0A364KVJ3	A0A364KVJ1	PF02458	1	#FF0000	01	normal-normal
B6QKB1	B6QKB0	PF02458	1	#FF0000	01	normal-normal
A0A698XKS2	A0A698XLP4	PF02458	1	#FF0000	01	normal-normal
A0A093XK10	A0A093V6G8	PF02458	1	#FF0000	01	complement-complement
A0A7C8L8A5	A0A7C8L8M5	PF02458	1	#FF0000	01	normal-normal
A0A2H3IER6	A0A2H3IGJ0	PF02458	1	#FF0000	01	normal-normal
B8LV27	B8LV28	PF02458	1	#FF0000	01	complement-complement
A0A1Q5Q6V5	A0A1Q5Q6X6	PF02458	1	#FF0000	01	complement-complement
A0A319E3W8	A0A319DW48	PF02458	1	#FF0000	04	complement-normal
G3XMC2	G3XMB8	PF02458	1	#FF0000	04	normal-complement
A0A370PH93	A0A370PHA7	PF02458	1	#FF0000	04	complement-normal
A0A370BZG3	A0A370BZT7	PF02458	1	#FF0000	03	complement-normal
A2QTE7	A2QTE3	PF02458	1	#FF0000	04	normal-complement
A0A254U189	A0A254U5P6	PF02458	1	#FF0000	04	normal-complement
A0A3F3PZT7	A0A3F3PZM3	PF02458	1	#FF0000	04	normal-complement
A0A319A1Z4	A0A319B5Q2	PF02458	1	#FF0000	03	normal-complement
U1HR84	U1HR81	PF02458	1	#FF0000	05	normal-complement
A0A1Z1CE15	A0A1Z1CBD7	PF02458	1	#FF0000	02	normal-normal
A0A5N7AS00	A0A5N7ARN3	PF02458	1	#FF0000	01	normal-normal
A0A8H6FCJ2	A0A8H6CFX7	PF02458	1	#FF0000	06	normal-complement
A0A420YEX2	A0A420YEJ7	PF02458	1	#FF0000	06	complement-normal
S3DQB9	S3CQD4	PF02458	1	#FF0000	01	normal-complement
A0A7G6J4G5	A0A7G6J4G6	PF02458	1	#FF0000	01	complement-normal
A0A423VWW8	A0A423VWY4	PF02458	1	#FF0000	01	complement-normal
K9FCC0	K9FBX2	PF02458	1	#FF0000	01	complement-normal
A0A7T6XSB9	A0A7T6XS94	PF02458	1	#FF0000	01	complement-normal
K9FWA6	K9GL50	PF02458	1	#FF0000	01	complement-normal
G2QX49	G2QX39	PF02458	1	#FF0000	10	complement-normal
A0A446BDX5	A0A3S4C3V4	PF02458	1	#FF0000	10	normal-complement
Q2GPT3	Q2GPS6	PF02458	1	#FF0000	07	normal-normal
A0A0C3GS17	A0A0C3C5D9	PF02458	1	#FF0000	01	normal-complement
A0A421CTW4	A0A3R7IEJ6	PF02458	1	#FF0000	01	complement-normal
A0A397I4R6	A0A397HX43	PF02458	1	#FF0000	01	complement-normal
A0A2P2SYA1	A0A2P2SZM4	PF02458	1	#FF0000	01	complement-normal
A0A1B8D0A4	A0A1B8D0B8	PF02458	1	#FF0000	01	complement-normal
A0A094HVL3	A0A094I173	PF02458	1	#FF0000	01	normal-complement
A0A1B8EV38	A0A1B8EV81	PF02458	1	#FF0000	01	complement-normal
A0A094FAK3	A0A094EQW5	PF02458	1	#FF0000	01	normal-complement
A0A093YMD6	A0A093Y4W5	PF02458	1	#FF0000	01	complement-normal
A0A093Y171	A0A093YIF8	PF02458	1	#FF0000	01	normal-complement
A0A1L9WVI9	A0A1L9WVX4	PF02458	1	#FF0000	03	complement-normal
A0A395HI18	A0A395HHI3	PF02458	1	#FF0000	03	complement-normal
A0A2V5GZ58	A0A2V5GYC9	PF02458	1	#FF0000	03	complement-normal
A0A319CQV0	A0A319CX72	PF02458	1	#FF0000	03	complement-normal
A0A8T8WQT6	A0A8T8WQD0	PF02458	1	#FF0000	03	normal-complement
A0A8G1W0L0	A0A8G1RV46	PF02458	1	#FF0000	03	complement-normal
A0A2V5JB45	A0A2V5J1Z7	PF02458	1	#FF0000	03	normal-complement
A0A395HNQ2	A0A395HQL8	PF02458	1	#FF0000	03	normal-normal
A1CUU3	A1CUU1	PF02458	1	#FF0000	02	normal-normal
A0A1F7ZYW9	A0A1F7ZXS5	PF02458	1	#FF0000	02	complement-complement
A0A1L9NH47	A0A1L9NH15	PF02458	1	#FF0000	01	normal-normal
A0A8G1VSZ2	A0A8G1VV24	PF02458	1	#FF0000	01	complement-complement
A0A8H3SRV9	A0A8H3SQ38	PF02458	1	#FF0000	01	normal-normal
G3XUL9	G3XUL8	PF02458	1	#FF0000	01	normal-normal
A0A100ISI9	A0A117E332	PF02458	1	#FF0000	01	complement-complement
G7XZR9	G7XZR8	PF02458	1	#FF0000	01	normal-normal
A0A146FG10	A0A146FG76	PF02458	1	#FF0000	01	complement-complement
A0A3F3RE16	A0A3F3RE72	PF02458	1	#FF0000	01	complement-complement
A0A505HZY4	A0A3F3RE72	PF02458	1	#FF0000	01	complement-complement
A2QYP7	A2QYP9	PF02458	1	#FF0000	02	complement-complement
A0A401KPH9	A0A401KPH4	PF02458	1	#FF0000	01	complement-complement
A0A319E9L6	A0A319DRN6	PF02458	1	#FF0000	02	complement-complement
A0A395GRE2	A0A395GP80	PF02458	1	#FF0000	02	complement-complement
A0A1R3R8Y6	A0A1R3R8X0	PF02458	1	#FF0000	02	normal-normal
A0A319DIW0	A0A319E0J1	PF02458	1	#FF0000	01	complement-complement
A0A318Z8J7	A0A319A9H2	PF02458	1	#FF0000	01	complement-complement
A0A319E6Y2	A0A319CRJ8	PF02458	1	#FF0000	01	normal-normal
G9NYC1	G9NYC2	PF02458	1	#FF0000	01	complement-normal
A0A8H6JD05	A0A8H6JCH8	PF02458	1	#FF0000	01	normal-complement
A0A8H6J1J6	A0A8H6J1V9	PF02458	1	#FF0000	01	complement-normal
A0A8H6N9V1	A0A8H6NAE6	PF02458	1	#FF0000	01	normal-complement
A0A397GES4	A0A397G7L8	PF02458	1	#FF0000	03	complement-normal
A0A084B9Z5	A0A084B9Z3	PF02458	1	#FF0000	02	normal-normal
M7TLR9	M7ST50	PF02458	1	#FF0000	02	normal-normal
A0A7H8QZ17	A0A7H8R3F7	PF02458-PF02678	1	#FF0000	01	normal-complement
A0A0U1M576	A0A0U1M5H7	PF02458-PF02678	1	#FF0000	01	normal-complement
A0A401KKN1	A0A401KLA8	PF02458-PF03959	1	#FF0000	04	complement-normal
